task_id,edge_node_id,edge_server_id,edge_node_memory,edge_server_memory,edge_cpu_mips,edge_server_cpu_mips,mobility_status,en_uplink_bandwidth,en_downlink_bandwidth,es_uplink_bandwidth,es_downlink_bandwidth,edge_node_Latitude_position,edge_node_Longitude_position,edge_server_position,distance_en_to_es,distance_es_to_cs,deadlines,task_size,subtasks
437,27,3,58.30527807920835,883.6809337468321,14.357296008776165,2.0817387549256874,mobile,65.52171385869624,38.17367250026895,46.82484745751728,18.92222088368436,-18,94,"[950.7783, 927.4179]",802.6827403095758,1044.1024461186219,118.28731319914202,1.1312388702142009,"[{'subtask_id': 0, 'subtask_size': 0.2828097175535502, 'network_delay_to_edge_server': 0.019275529740768012, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.16216186701468122, 'task_completion_time_cloud': 1.1431609449230171, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.2828097175535502, 'network_delay_to_edge_server': 0.019275529740768012, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.9143498239200196, 'task_completion_time_cloud': 1.509184587718315, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.2828097175535502, 'network_delay_to_edge_server': 0.019275529740768012, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.13216536442871848, 'task_completion_time_cloud': 1.3265438305082542, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 0.2828097175535502, 'network_delay_to_edge_server': 0.019275529740768012, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.5611729969214594, 'task_completion_time_cloud': 1.0562324924804722, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
438,43,4,88.96730988082561,568.1132131571101,11.91000140679619,17.467060818147193,mobile,62.46198460722448,43.59427018142639,21.163988429352386,37.71304277231133,44,-2,"[750.0522, -355.2437]",812.8088577217217,1044.1024461186219,231.29364633748213,2.7684873940732455,"[{'subtask_id': 0, 'subtask_size': 0.9228291313577485, 'network_delay_to_edge_server': 0.020073782152178477, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.7070606930813605, 'task_completion_time_cloud': 1.380182017784327, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.9228291313577485, 'network_delay_to_edge_server': 0.020073782152178477, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.3344967134873985, 'task_completion_time_cloud': 1.811755150105429, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.9228291313577485, 'network_delay_to_edge_server': 0.020073782152178477, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.6292324966477294, 'task_completion_time_cloud': 1.3703438710725186, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
439,66,4,92.96813985668872,590.1718199605139,20.10224929265816,9.457918856992732,static,24.33502333903649,14.763315080021073,79.97418519493885,23.57476884440068,88,-172,"[-329.2817, -700.006]",803.5489961358237,1044.1024461186219,59.19217464208113,4.4221823687855615,"[{'subtask_id': 0, 'subtask_size': 4.4221823687855615, 'network_delay_to_edge_server': 0.04511078138619068, 'network_delay_to_cloud_server': 0.01772454709587467, 'task_completion_time_edge': 0.49373442499110015, 'task_completion_time_cloud': 1.6742292957560878, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
440,14,1,93.52964539289988,204.45409426239155,83.97182198080989,5.389302254838449,mobile,35.94915893804453,85.22047654843395,76.1647945964421,49.45252157528236,-5,-108,"[230.7749, 384.4191]",729.3825681978491,1044.1024461186219,159.23267399642316,4.206827731158958,"[{'subtask_id': 0, 'subtask_size': 1.0517069327897395, 'network_delay_to_edge_server': 0.03146397531311604, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.4293937692963732, 'task_completion_time_cloud': 0.7262344444156041, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 1.0517069327897395, 'network_delay_to_edge_server': 0.03146397531311604, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.6308142305338064, 'task_completion_time_cloud': 1.2666100333103327, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 1.0517069327897395, 'network_delay_to_edge_server': 0.03146397531311604, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.26856044383309885, 'task_completion_time_cloud': 0.7819722130719124, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 1.0517069327897395, 'network_delay_to_edge_server': 0.03146397531311604, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 1.0302364072175763, 'task_completion_time_cloud': 1.4104959592833812, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
441,3,4,26.93289308869674,590.1718199605139,8.892134344480429,9.457918856992732,static,91.39165988480306,60.838200817089074,79.97418519493885,23.57476884440068,8,170,"[-329.2817, -700.006]",866.3456077056604,1044.1024461186219,22.801994433597095,1.5498149667637389,"[{'subtask_id': 0, 'subtask_size': 0.3874537416909347, 'network_delay_to_edge_server': 0.015273645509558759, 'network_delay_to_cloud_server': 0.01772454709587467, 'task_completion_time_edge': 0.8507917692945007, 'task_completion_time_cloud': 1.865854950128738, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.3874537416909347, 'network_delay_to_edge_server': 0.015273645509558759, 'network_delay_to_cloud_server': 0.01772454709587467, 'task_completion_time_edge': 0.7262088359430203, 'task_completion_time_cloud': 1.12141308380253, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.3874537416909347, 'network_delay_to_edge_server': 0.015273645509558759, 'network_delay_to_cloud_server': 0.01772454709587467, 'task_completion_time_edge': 0.421310707978366, 'task_completion_time_cloud': 1.9719816708521514, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 0.3874537416909347, 'network_delay_to_edge_server': 0.015273645509558759, 'network_delay_to_cloud_server': 0.01772454709587467, 'task_completion_time_edge': 0.8113886899600963, 'task_completion_time_cloud': 1.7085575051889343, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
442,22,1,38.94147003013051,204.45409426239155,11.733635574400248,5.389302254838449,mobile,85.3550066312322,31.406680020889837,76.1647945964421,49.45252157528236,-69,56,"[230.7749, 384.4191]",739.3311574598287,1044.1024461186219,269.2862373661392,2.7602821821458647,"[{'subtask_id': 0, 'subtask_size': 0.9200940607152882, 'network_delay_to_edge_server': 0.015412430168530233, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.6047123160045498, 'task_completion_time_cloud': 0.694908359373771, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.9200940607152882, 'network_delay_to_edge_server': 0.015412430168530233, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.40767116505433953, 'task_completion_time_cloud': 1.9651303572955263, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.9200940607152882, 'network_delay_to_edge_server': 0.015412430168530233, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.8147122943097628, 'task_completion_time_cloud': 0.9940502687579506, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
443,44,4,96.91948418232641,568.1132131571101,4.893139802837465,17.467060818147193,mobile,61.559712001319106,34.894002665951206,21.163988429352386,37.71304277231133,80,18,"[750.0522, -355.2437]",853.8231310938407,1044.1024461186219,319.4857562867644,3.788631974531825,"[{'subtask_id': 0, 'subtask_size': 1.8943159872659125, 'network_delay_to_edge_server': 0.02051350614219812, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.9695212517277346, 'task_completion_time_cloud': 0.9551863291373968, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.8943159872659125, 'network_delay_to_edge_server': 0.02051350614219812, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.9338135370056867, 'task_completion_time_cloud': 1.8816061254418779, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
444,1,0,13.30645082771448,390.7046483451773,5.0953082580074245,1.7842756752271867,static,38.92856746314166,17.002817202694175,25.71737657625924,87.87819636996132,-70,-63,"[230.7749, 384.4191]",683.9689348142136,1044.1024461186219,479.85063859674773,0.6143644818488474,"[{'subtask_id': 0, 'subtask_size': 0.20478816061628247, 'network_delay_to_edge_server': 0.029107920685263102, 'network_delay_to_cloud_server': 0.04410472722953436, 'task_completion_time_edge': 0.3315409592051689, 'task_completion_time_cloud': 0.7246911260164305, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.20478816061628247, 'network_delay_to_edge_server': 0.029107920685263102, 'network_delay_to_cloud_server': 0.04410472722953436, 'task_completion_time_edge': 0.5758027843623578, 'task_completion_time_cloud': 1.0059497605439367, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.20478816061628247, 'network_delay_to_edge_server': 0.029107920685263102, 'network_delay_to_cloud_server': 0.04410472722953436, 'task_completion_time_edge': 1.0232232617266723, 'task_completion_time_cloud': 1.081958221211042, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
445,39,3,37.064049254931845,414.6589311285014,2.2378321014725344,4.208981147015501,mobile,18.24910065431013,69.37786815023223,91.33054116789319,59.07683631908986,41,138,"[-329.2817, -700.006]",876.0377156212454,1044.1024461186219,357.00507452125964,2.392642193712236,"[{'subtask_id': 0, 'subtask_size': 0.598160548428059, 'network_delay_to_edge_server': 0.05917740949013056, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.21653594767668496, 'task_completion_time_cloud': 0.6578577498814103, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.598160548428059, 'network_delay_to_edge_server': 0.05917740949013056, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.2950618340622997, 'task_completion_time_cloud': 1.450053282368127, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.598160548428059, 'network_delay_to_edge_server': 0.05917740949013056, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.2204173330383296, 'task_completion_time_cloud': 0.7678109707910715, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 0.598160548428059, 'network_delay_to_edge_server': 0.05917740949013056, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.9832818970208339, 'task_completion_time_cloud': 1.403368351324595, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
446,26,4,8.780324053390693,568.1132131571101,3.3219778266037148,17.467060818147193,static,41.673939267888414,63.11823651159903,21.163988429352386,37.71304277231133,87,115,"[750.0522, -355.2437]",903.7503377542329,1044.1024461186219,306.85653697758164,4.987964578978462,"[{'subtask_id': 0, 'subtask_size': 4.987964578978462, 'network_delay_to_edge_server': 0.02851456340150127, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.8141119334311777, 'task_completion_time_cloud': 1.3787833158651097, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
447,41,3,75.94169374785574,543.3006171662975,24.04446369442556,1.8963615949995452,static,58.26153500149517,15.580091549843091,33.60956700346037,37.92168632583052,9,-114,"[230.7749, 384.4191]",740.9694449779221,1044.1024461186219,262.7080623517885,4.4032354353296626,"[{'subtask_id': 0, 'subtask_size': 1.4677451451098875, 'network_delay_to_edge_server': 0.020868830288060483, 'network_delay_to_cloud_server': 0.03497394523069817, 'task_completion_time_edge': 0.945692389643984, 'task_completion_time_cloud': 0.8324350233061667, 'offloading_decision': 'edge_server', 'processing_at': 'edge_server'}, {'subtask_id': 1, 'subtask_size': 1.4677451451098875, 'network_delay_to_edge_server': 0.020868830288060483, 'network_delay_to_cloud_server': 0.03497394523069817, 'task_completion_time_edge': 0.32880064525494745, 'task_completion_time_cloud': 1.8881169858562536, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 1.4677451451098875, 'network_delay_to_edge_server': 0.020868830288060483, 'network_delay_to_cloud_server': 0.03497394523069817, 'task_completion_time_edge': 0.23659823553006398, 'task_completion_time_cloud': 1.071233951229427, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
448,90,4,68.61537161437468,590.1718199605139,8.170124681723298,9.457918856992732,static,22.952082779886414,18.19923172224476,79.97418519493885,23.57476884440068,84,-40,"[-329.2817, -700.006]",835.6729683260611,1044.1024461186219,338.2773398568759,3.8267534107279966,"[{'subtask_id': 0, 'subtask_size': 1.2755844702426655, 'network_delay_to_edge_server': 0.047747395573618144, 'network_delay_to_cloud_server': 0.01772454709587467, 'task_completion_time_edge': 0.26065460711921373, 'task_completion_time_cloud': 0.5768563193427041, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.2755844702426655, 'network_delay_to_edge_server': 0.047747395573618144, 'network_delay_to_cloud_server': 0.01772454709587467, 'task_completion_time_edge': 0.8874446841239518, 'task_completion_time_cloud': 0.9456139756676061, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 1.2755844702426655, 'network_delay_to_edge_server': 0.047747395573618144, 'network_delay_to_cloud_server': 0.01772454709587467, 'task_completion_time_edge': 0.45965113473309077, 'task_completion_time_cloud': 1.1413996909862798, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
449,34,4,90.95299557707534,204.2779391269118,4.210768105561007,3.843826782255495,static,42.16602335989973,74.25479728745977,78.06606745645723,52.69966376964646,81,175,"[230.7749, 384.4191]",929.6614464367606,1044.1024461186219,48.53790529235694,2.3023498557763045,"[{'subtask_id': 0, 'subtask_size': 2.3023498557763045, 'network_delay_to_edge_server': 0.028364084066643584, 'network_delay_to_cloud_server': 0.018030175027528128, 'task_completion_time_edge': 0.9765103213354699, 'task_completion_time_cloud': 0.863919868708605, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
450,91,4,74.41960344573835,590.1718199605139,4.923654022799984,9.457918856992732,mobile,16.64273870507541,27.47731845183123,79.97418519493885,23.57476884440068,-4,0,"[-329.2817, -700.006]",769.9680447855546,1044.1024461186219,378.4508953720426,4.192517170550559,"[{'subtask_id': 0, 'subtask_size': 1.0481292926376398, 'network_delay_to_edge_server': 0.06393610473368888, 'network_delay_to_cloud_server': 0.01772454709587467, 'task_completion_time_edge': 0.17196566058996404, 'task_completion_time_cloud': 1.6580189938796992, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.0481292926376398, 'network_delay_to_edge_server': 0.06393610473368888, 'network_delay_to_cloud_server': 0.01772454709587467, 'task_completion_time_edge': 0.4996725502416692, 'task_completion_time_cloud': 1.0600298763148963, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 1.0481292926376398, 'network_delay_to_edge_server': 0.06393610473368888, 'network_delay_to_cloud_server': 0.01772454709587467, 'task_completion_time_edge': 1.0211514153616292, 'task_completion_time_cloud': 1.8778826254138772, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 3, 'subtask_size': 1.0481292926376398, 'network_delay_to_edge_server': 0.06393610473368888, 'network_delay_to_cloud_server': 0.01772454709587467, 'task_completion_time_edge': 0.5413821702994415, 'task_completion_time_cloud': 1.4006597048685026, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
